query,target,uniprot_id,bits,evalue,fident,database
Q8DSW4,AF-Q8DSW4-F1-model_v4,Q8DSW4,444,3.26e-08,0.079,results_afdb50
Q8DTV3,AF-U5MY44-F1-model_v4,U5MY44,443,1.618e-08,0.041,results_afdb50
Q8DVZ4,AF-E8JQM0-F1-model_v4,E8JQM0,440,1.444e-09,0.064,results_afdb50
Q8DTW2,AF-A0A2G6GMH9-F1-model_v4,A0A2G6GMH9,436,9.043e-07,0.076,results_afdb50
Q8DTX1,AF-J0LP02-F1-model_v4,J0LP02,432,1.054e-07,0.102,results_afdb50
Q8DSS8,AF-A0A7W7HS33-F1-model_v4,A0A7W7HS33,430,7.129e-10,0.072,results_afdb50
Q8DU42,AF-A0A1L7LJ17-F1-model_v4,A0A1L7LJ17,426,5.253e-09,0.116,results_afdb50
Q8DU69,AF-A0A7X3KCB0-F1-model_v4,A0A7X3KCB0,425,7.327e-07,0.135,results_afdb50
Q8DSA4,AF-X5CKE0-F1-model_v4,X5CKE0,423,2.906e-09,0.112,results_afdb50
Q8DRS2,AF-A0A7X9LCP0-F1-model_v4,A0A7X9LCP0,423,2.174e-09,0.106,results_afdb50
Q8DSW2,AF-A0A650MHS5-F1-model_v4,A0A650MHS5,422,1.357e-06,0.092,results_afdb50
Q8DRQ8,AF-A0A7X6N330-F1-model_v4,A0A7X6N330,421,6.087e-06,0.074,results_afdb50
Q8DS91,AF-Q8DS91-F1-model_v4,Q8DS91,420,6.626e-08,0.066,results_afdb50
Q8DV03,AF-G5JRI5-F1-model_v4,G5JRI5,419,2.658e-07,0.083,results_afdb50
Q8DTT1,AF-A0A068NGG7-F1-model_v4,A0A068NGG7,418,5.409e-09,0.071,results_afdb50
Q8DT83,AF-Q8DT83-F1-model_v4,Q8DT83,415,1.265e-08,0.089,results_afdb50
Q8DWI3,AF-A0A140DXG1-F1-model_v4,A0A140DXG1,406,2.128e-09,0.071,results_afdb50
Q8DV40,AF-R9MRZ0-F1-model_v4,R9MRZ0,406,1.893e-06,0.086,results_afdb50
Q8DUU4,AF-A0A2N2IPV1-F1-model_v4,A0A2N2IPV1,405,1.195e-07,0.076,results_afdb50
Q8DTB5,AF-A0A0M3F8T3-F1-model_v4,A0A0M3F8T3,398,2.201e-07,0.1,results_afdb50
Q8DSE0,AF-Q8DSE0-F1-model_v4,Q8DSE0,398,6.233e-07,0.123,results_afdb50
Q8DW66,AF-A0A345VMZ3-F1-model_v4,A0A345VMZ3,393,1.038e-06,0.075,results_afdb50
Q8DWI8,AF-A0A1R0X2X4-F1-model_v4,A0A1R0X2X4,391,2.33e-07,0.11,results_afdb50
Q8DT97,AF-A0A0R1M002-F1-model_v4,A0A0R1M002,391,2.498e-07,0.081,results_afdb50
Q8DSZ7,AF-A0A1I6MYE0-F1-model_v4,A0A1I6MYE0,390,1.945e-07,0.076,results_afdb50
Q8DU77,AF-A0A354HKQ7-F1-model_v4,A0A354HKQ7,390,6.49e-07,0.132,results_afdb50
I6L909,AF-A0A355TWH4-F1-model_v4,A0A355TWH4,385,3.21e-08,0.083,results_afdb50
Q8DTS8,AF-A0A2X3VMM7-F1-model_v4,A0A2X3VMM7,381,9.671e-07,0.115,results_afdb50
Q8DS60,AF-Q8DS60-F1-model_v4,Q8DS60,380,1.807e-05,0.059,results_afdb50
Q8DSE2,AF-A0A5C5S8R2-F1-model_v4,A0A5C5S8R2,380,4.668e-06,0.071,results_afdb50
Q8DTB8,AF-A0A5B8T1W8-F1-model_v4,A0A5B8T1W8,379,2.566e-07,0.081,results_afdb50
Q8DTD7,AF-A0A380KAC2-F1-model_v4,A0A380KAC2,377,1.115e-05,0.103,results_afdb50
Q8DSQ8,AF-A0A0U1KPD5-F1-model_v4,A0A0U1KPD5,372,1.932e-08,0.11,results_afdb50
Q8DTS4,AF-A0A2J9QDV4-F1-model_v4,A0A2J9QDV4,370,3.689e-07,0.092,results_afdb50
Q8DVG0,AF-A0A202FB52-F1-model_v4,A0A202FB52,365,7.077e-05,0.105,results_afdb50
Q8DVG9,AF-Q8DVG9-F1-model_v4,Q8DVG9,363,3.868e-07,0.032,results_afdb50
Q8DRX3,AF-A0A0R2DL82-F1-model_v4,A0A0R2DL82,362,6.573e-08,0.092,results_afdb50
Q8DSB9,AF-A0A1X0VBH9-F1-model_v4,A0A1X0VBH9,362,2.062e-06,0.06,results_afdb50
Q8DTF7,AF-A0A2X3VFC7-F1-model_v4,A0A2X3VFC7,358,9.501e-05,0.07,results_afdb50
Q8DTZ9,AF-A0A074IZ77-F1-model_v4,A0A074IZ77,356,5.804e-06,0.062,results_afdb50
I6L913,AF-A0A6G8AVS0-F1-model_v4,A0A6G8AVS0,353,2.227e-07,0.129,results_afdb50
Q8DSI2,AF-A0A1L7LHC7-F1-model_v4,A0A1L7LHC7,353,3.623e-06,0.092,results_afdb50
Q8DV11,AF-A0A139NMC7-F1-model_v4,A0A139NMC7,347,1.093e-06,0.094,results_afdb50
Q8DWI2,AF-B9CMX5-F1-model_v4,B9CMX5,346,1.386e-05,0.102,results_afdb50
Q8DVG2,AF-A0A851GX75-F1-model_v4,A0A851GX75,345,2.795e-07,0.076,results_afdb50
Q8DV46,AF-A0A0E3WF59-F1-model_v4,A0A0E3WF59,345,8.285e-05,0.087,results_afdb50
Q8DUZ2,AF-A0A1D8BWF0-F1-model_v4,A0A1D8BWF0,345,1.016e-06,0.126,results_afdb50
Q8DU58,AF-A0A7T7JF58-F1-model_v4,A0A7T7JF58,341,1.425e-06,0.113,results_afdb50
Q8DRT6,AF-A0A1M6KSR8-F1-model_v4,A0A1M6KSR8,341,1.617e-07,0.072,results_afdb50
Q8DVH8,AF-G5JWQ9-F1-model_v4,G5JWQ9,340,3.331e-06,0.051,results_afdb50
Q8DTF6,AF-A0A2X3VYB7-F1-model_v4,A0A2X3VYB7,339,1.054e-05,0.075,results_afdb50
Q8CMD5,AF-A0A0Z8IPX1-F1-model_v4,A0A0Z8IPX1,336,1.096e-05,0.094,results_afdb50
Q8DTP1,AF-R5KJ98-F1-model_v4,R5KJ98,334,0.0001638,0.112,results_afdb50
Q8DSQ1,AF-A0A1G3QFF9-F1-model_v4,A0A1G3QFF9,331,0.0001597,0.096,results_afdb50
Q8DSE8,AF-K1LR19-F1-model_v4,K1LR19,328,9.389e-07,0.12,results_afdb50
Q8DVE7,AF-A0A414JWT0-F1-model_v4,A0A414JWT0,325,6.871e-07,0.096,results_afdb50
Q8DTX2,AF-F7UUI0-F1-model_v4,F7UUI0,323,0.0006042,0.086,results_afdb50
Q8DTW4,AF-A0A4V4N719-F1-model_v4,A0A4V4N719,323,5.226e-06,0.097,results_afdb50
Q8DTS6,AF-A0A239STR6-F1-model_v4,A0A239STR6,316,1.591e-06,0.068,results_afdb50
Q8DSY9,AF-M3F854-F1-model_v4,M3F854,316,9.057e-05,0.063,results_afdb50
Q8DV27,AF-A0A0A0DG95-F1-model_v4,A0A0A0DG95,307,4.364e-05,0.124,results_afdb50
Q8DWN3,AF-I6T5Z5-F1-model_v4,I6T5Z5,306,3.548e-06,0.079,results_afdb50
Q8DW48,AF-A0A7U6KD42-F1-model_v4,A0A7U6KD42,306,0.0003684,0.06,results_afdb50
Q8DUE8,AF-A0A0F7HIT0-F1-model_v4,A0A0F7HIT0,306,3.338e-05,0.111,results_afdb50
Q8DSS9,AF-A0A1I3HYP8-F1-model_v4,A0A1I3HYP8,305,7.972e-05,0.084,results_afdb50
Q8DTZ8,AF-A0A7X6S1V5-F1-model_v4,A0A7X6S1V5,303,0.0004525,0.117,results_afdb50
Q8DTV4,AF-Q8DTV4-F1-model_v4,Q8DTV4,303,2.974e-05,0.044,results_afdb50
Q8DWJ9,AF-A0A139PFS8-F1-model_v4,A0A139PFS8,301,6.29e-06,0.12,results_afdb50
Q8DTX0,AF-A0A3N4GAY5-F1-model_v4,A0A3N4GAY5,300,0.0007743,0.105,results_afdb50
Q8DTM6,AF-A0A829IBZ7-F1-model_v4,A0A829IBZ7,300,2.753e-05,0.099,results_afdb50
Q8DRU3,AF-A0A1Q5SU11-F1-model_v4,A0A1Q5SU11,298,7.364e-06,0.107,results_afdb50
Q8DVT3,AF-A0A532UYK0-F1-model_v4,A0A532UYK0,297,1.539e-05,0.108,results_afdb50
Q8DSI5,AF-A0A4Y9HGD1-F1-model_v4,A0A4Y9HGD1,295,3.088e-06,0.088,results_afdb50
Q8DVI5,AF-A0A0M4JVA3-F1-model_v4,A0A0M4JVA3,292,0.0004125,0.104,results_afdb50
Q8DV32,AF-Q8DV32-F1-model_v4,Q8DV32,287,3.121e-05,0.042,results_afdb50
Q8DVN1,AF-A0A380JC69-F1-model_v4,A0A380JC69,286,7.064e-05,0.102,results_afdb50
Q8DV31,AF-A0A3L9DYK3-F1-model_v4,A0A3L9DYK3,283,3.481e-05,0.059,results_afdb50
Q8DSK9,AF-A0A516NA37-F1-model_v4,A0A516NA37,279,1.607e-05,0.128,results_afdb50
Q8DTL7,AF-A0A2G2MCS9-F1-model_v4,A0A2G2MCS9,278,0.004223,0.097,results_afdb50
Q8DUM1,AF-A0A4S1E5E1-F1-model_v4,A0A4S1E5E1,274,4.956e-05,0.119,results_afdb50
Q8DSR7,AF-A0A0R1MTK8-F1-model_v4,A0A0R1MTK8,273,2.79e-05,0.112,results_afdb50
Q8DUL3,AF-A0A352SXC3-F1-model_v4,A0A352SXC3,269,0.001823,0.1,results_afdb50
Q8DUX3,AF-A0A172Q6B0-F1-model_v4,A0A172Q6B0,264,7.342e-05,0.06,results_afdb50
Q8DRR4,AF-A0A1T4Q3A3-F1-model_v4,A0A1T4Q3A3,263,4.638e-05,0.14,results_afdb50
Q8DUV3,AF-A0A2J9QEZ7-F1-model_v4,A0A2J9QEZ7,261,0.005021,0.089,results_afdb50
Q8DUU9,AF-A0A134C8E5-F1-model_v4,A0A134C8E5,261,0.0006114,0.064,results_afdb50
Q8DVQ1,AF-A0A7C1H0J1-F1-model_v4,A0A7C1H0J1,250,0.0002556,0.126,results_afdb50
Q8DVC8,AF-G5JVY6-F1-model_v4,G5JVY6,240,0.0003836,0.108,results_afdb50
Q8DSC5,AF-A0A1Q8RKF7-F1-model_v4,A0A1Q8RKF7,235,0.005563,0.074,results_afdb50
Q8DW65,AF-A0A7X0WHK8-F1-model_v4,A0A7X0WHK8,229,0.007116,0.084,results_afdb50
Q8DSR6,AF-A0A4V2ZC69-F1-model_v4,A0A4V2ZC69,228,0.007493,0.096,results_afdb50
Q8DT89,AF-M4YX49-F1-model_v4,M4YX49,227,0.00236,0.077,results_afdb50
Q8DWN7,AF-A0A1X0WW16-F1-model_v4,A0A1X0WW16,226,0.003523,0.111,results_afdb50
Q8DRT0,AF-A0A845LVS7-F1-model_v4,A0A845LVS7,224,0.001717,0.125,results_afdb50
Q8DTW5,AF-A0A135YLF8-F1-model_v4,A0A135YLF8,210,0.004982,0.06,results_afdb50
Q8DUX2,AF-A0A223AQD4-F1-model_v4,A0A223AQD4,204,0.003089,0.144,results_afdb50
Q8DTW1,AF-A0A094GSE1-F1-model_v4,A0A094GSE1,200,0.00989,0.105,results_afdb50
Q8DVS4,AF-Q8DQ15-F1-model_v4,Q8DQ15,192,0.004306,0.155,results_afdb50
Q8DVR6,AF-A0A1M6U5F6-F1-model_v4,A0A1M6U5F6,188,0.08442,0.13,results_afdb50
Q8DW55,AF-A0A846SXH4-F1-model_v4,A0A846SXH4,178,0.1045,0.099,results_afdb50
Q8DUE6,AF-A0A1H8AU51-F1-model_v4,A0A1H8AU51,177,0.05893,0.132,results_afdb50
Q8DV24,AF-A0A2X3Y1I8-F1-model_v4,A0A2X3Y1I8,176,0.008611,0.115,results_afdb50
Q8DU78,AF-A0A645DAW3-F1-model_v4,A0A645DAW3,176,0.09707,0.081,results_afdb50
Q8DRZ2,AF-F0IJ39-F1-model_v4,F0IJ39,169,0.061,0.083,results_afdb50
Q8DSC9,AF-A0A2L0D2L6-F1-model_v4,A0A2L0D2L6,157,0.04544,0.118,results_afdb50
Q8DVP0,AF-A0A2D1SYK3-F1-model_v4,A0A2D1SYK3,156,0.2412,0.082,results_afdb50
Q8DU92,AF-A0A1G8CG38-F1-model_v4,A0A1G8CG38,154,0.0431,0.113,results_afdb50
Q8DUC6,AF-A0A430B1V6-F1-model_v4,A0A430B1V6,152,0.06881,0.163,results_afdb50
Q8DUI7,AF-A0A3D3WAX5-F1-model_v4,A0A3D3WAX5,151,0.1388,0.126,results_afdb50
Q8DRZ9,AF-A0A0G2DU85-F1-model_v4,A0A0G2DU85,146,0.1036,0.125,results_afdb50
Q8DUU6,AF-A0A428HYD2-F1-model_v4,A0A428HYD2,145,0.09255,0.07,results_afdb50
Q8DUX8,AF-A0A0B5QSA7-F1-model_v4,A0A0B5QSA7,145,0.1044,0.107,results_afdb50
Q8DVD2,AF-A0A3N5MGH7-F1-model_v4,A0A3N5MGH7,145,0.2051,0.155,results_afdb50
Q8DTW8,AF-Q8DTW8-F1-model_v4,Q8DTW8,143,0.08604,0.096,results_afdb50
Q8DSL8,AF-A9SM23-F1-model_v4,A9SM23,115,1.031,0.085,results_afdb50
Q8DWA0,AF-E3NBI8-F1-model_v4,E3NBI8,111,2.859,0.136,results_afdb50
Q8DSD6,AF-A0A817G488-F1-model_v4,A0A817G488,107,2.8,0.09,results_afdb50
Q8DW70,AF-A0A813A7G9-F1-model_v4,A0A813A7G9,106,1.42,0.102,results_afdb50
Q8DRX4,AF-A0A5F2HW02-F1-model_v4,A0A5F2HW02,106,3.336,0.139,results_afdb50
Q8DV86,AF-A0A2I0BN68-F1-model_v4,A0A2I0BN68,105,2.946,0.14,results_afdb50
Q8DUD6,AF-A0A7T9CLJ4-F1-model_v4,A0A7T9CLJ4,101,2.084,0.139,results_afdb50
Q8DT85,AF-A0A1D7WAS2-F1-model_v4,A0A1D7WAS2,97,5.195,0.137,results_afdb50
Q8DS98,AF-A0A412GC89-F1-model_v4,A0A412GC89,92,3.912,0.133,results_afdb50
Q8DW07,AF-A0A1G6QHI5-F1-model_v4,A0A1G6QHI5,86,9.471,0.131,results_afdb50
Q8DUX7,AF-A0A239MKD8-F1-model_v4,A0A239MKD8,85,6.866,0.157,results_afdb50
Q8DSP3,AF-A0A0V0U7T4-F1-model_v4,A0A0V0U7T4,80,4.938,0.127,results_afdb50
Q8DT21,AF-A0A2A4DVU1-F1-model_v4,A0A2A4DVU1,79,7.095,0.041,results_afdb50
